"zip_code","latitude","longitude","city","state","county"
"99160",48.887781,"-118.210467","Orient","WA","Ferry"
"99161",46.770141,"-117.157476","Palouse","WA","Whitman"
"99163",46.82748,"-117.317741","Pullman","WA","Whitman"
"99164",46.838747,"-117.644337","Pullman","WA","Whitman"
"99165",46.838747,"-117.644337","Pullman","WA","Whitman"
"99166",48.667659,"-118.680631","Republic","WA","Ferry"
"99167",48.42424,"-118.100693","Rice","WA","Stevens"
"99169",47.087055,"-118.481300","Ritzville","WA","Adams"
"99170",47.034713,"-117.464600","Rosalia","WA","Whitman"
"99171",47.123718,"-117.676432","Saint John","WA","Whitman"
"99173",48.002188,"-117.828964","Springdale","WA","Stevens"
"99174",46.838747,"-117.644337","Steptoe","WA","Whitman"
"99176",47.12196,"-117.433708","Thornton","WA","Whitman"
"99179",46.545655,"-117.107970","Uniontown","WA","Whitman"
"99180",48.25013,"-117.353111","Usk","WA","Pend Oreille"
"99181",48.124594,"-117.762554","Valley","WA","Stevens"
"99185",47.761025,"-118.729143","Wilbur","WA","Lincoln"
"99201",47.66264,"-117.435997","Spokane","WA","Spokane"
"99202",47.613475,"-117.515897","Spokane","WA","Spokane"
"99203",47.629341,"-117.406269","Spokane","WA","Spokane"
"99204",47.650091,"-117.429846","Spokane","WA","Spokane"
"99205",47.693501,"-117.449950","Spokane","WA","Spokane"
"99206",47.665198,"-117.373399","Spokane","WA","Spokane"
"99207",47.693766,"-117.379096","Spokane","WA","Spokane"
"99208",47.780541,"-117.455375","Spokane","WA","Spokane"
"99209",47.646148,"-117.793734","Spokane","WA","Spokane"
"99210",47.653568,"-117.431742","Spokane","WA","Spokane"
"99211",47.653568,"-117.431742","Spokane","WA","Spokane"
"99212",47.670693,"-117.310991","Spokane","WA","Spokane"
"99213",47.656726,"-117.282483","Spokane","WA","Spokane"
"99214",47.653568,"-117.431742","Spokane","WA","Spokane"
"99215",47.653568,"-117.431742","Spokane","WA","Spokane"
"99216",47.671164,"-117.199260","Spokane","WA","Spokane"
"99217",47.737957,"-117.255690","Spokane","WA","Spokane"
"99218",47.75754,"-117.407552","Spokane","WA","Spokane"
"99219",47.653568,"-117.431742","Spokane","WA","Spokane"
"99220",47.653568,"-117.431742","Spokane","WA","Spokane"
"99223",47.592452,"-117.342120","Spokane","WA","Spokane"
"99224",47.628858,"-117.551291","Spokane","WA","Spokane"
"99228",47.653568,"-117.431742","Spokane","WA","Spokane"
"99251",47.653568,"-117.431742","Spokane","WA","Spokane"
"99252",47.653568,"-117.431742","Spokane","WA","Spokane"
"99256",47.653568,"-117.431742","Spokane","WA","Spokane"
"99258",47.653568,"-117.431742","Spokane","WA","Spokane"
"99260",47.653568,"-117.431742","Spokane","WA","Spokane"
"99299",47.653568,"-117.431742","Spokane","WA","Spokane"
"99301",46.42066,"-118.899447","Pasco","WA","Franklin"
"99302",46.234957,"-119.094271","Pasco","WA","Franklin"
"99320",46.24204,"-119.483517","Benton City","WA","Benton"
"99321",46.844992,"-119.935689","Beverly","WA","Grant"
"99322",45.887647,"-120.281675","Bickleton","WA","Klickitat"
"99323",46.196597,"-118.901678","Burbank","WA","Walla Walla"
"99324",46.047069,"-118.409275","College Place","WA","Walla Walla"
"99326",46.590118,"-118.897786","Connell","WA","Franklin"
"99327",46.828931,"-118.829153","Cunningham","WA","Adams"
"99328",46.392683,"-117.949530","Dayton","WA","Columbia"
"99329",46.140821,"-118.153064","Dixie","WA","Walla Walla"
"99330",46.508917,"-118.992619","Eltopia","WA","Franklin"
"99332",46.77062,"-118.800049","Hatton","WA","Adams"
"99333",46.838747,"-117.644337","Hooper","WA","Whitman"
"99335",46.677852,"-118.533740","Kahlotus","WA","Franklin"
"99336",46.212306,"-119.155671","Kennewick","WA","Benton"
"99337",46.117122,"-119.090676","Kennewick","WA","Benton"
"99338",46.155994,"-119.263991","Kennewick","WA","Benton"
"99341",46.904229,"-118.690546","Lind","WA","Adams"
"99343",46.577941,"-119.162115","Mesa","WA","Franklin"
"99344",46.852708,"-118.993182","Othello","WA","Adams"
"99345",45.859058,"-119.857639","Paterson","WA","Benton"
"99346",45.930067,"-119.402276","Plymouth","WA","Benton"
"99347",46.475341,"-117.537763","Pomeroy","WA","Garfield"
"99348",46.354972,"-118.455541","Prescott","WA","Walla Walla"
"99349",46.730957,"-119.778257","Mattawa","WA","Grant"
"99350",46.148328,"-119.559674","Prosser","WA","Benton"
"99352",46.282031,"-119.491659","Richland","WA","Benton"
"99353",46.315267,"-119.371393","West Richland","WA","Benton"
"99356",45.851428,"-120.354257","Roosevelt","WA","Klickitat"
"99357",46.897589,"-119.686316","Royal City","WA","Grant"
"99359",46.512828,"-118.102370","Starbuck","WA","Columbia"
"99360",46.134445,"-118.461436","Touchet","WA","Walla Walla"
"99361",46.159844,"-118.139822","Waitsburg","WA","Walla Walla"
"99362",46.1341,"-118.291407","Walla Walla","WA","Walla Walla"
"99363",46.084584,"-118.906079","Wallula","WA","Walla Walla"
"99371",46.815306,"-118.338081","Washtucna","WA","Adams"
"99401",46.121593,"-117.178580","Anatone","WA","Asotin"
"99402",46.174099,"-117.118489","Asotin","WA","Asotin"
"99403",46.369711,"-117.225934","Clarkston","WA","Asotin"
